first_name,last_name,email,salary,country,date_of_birth,gender,phone_number,joining_date,status,department,job_title
Alex,Garcia,alex.garcia3133@example.com,123545.98,USA,1988-11-05,Male,+11770767852,2010-12-22,Terminated,Operations,QA Engineer
Alex,Moore,alex.moore3134@example.com,41602.18,Germany,1999-03-16,Male,+14782659974,2023-12-29,Terminated,Sales,Marketing Analyst
Alex,Johnson,alex.johnson3135@example.com,42693.4,Germany,1978-08-11,Male,+13419980349,2013-08-24,Suspended,Marketing,Sales Representative
Ava,Garcia,ava.garcia3136@example.com,123260.65,France,1976-11-27,Male,+18881170963,2017-02-06,On Leave,Data,Software Engineer
Sophia,Lopez,sophia.lopez3137@example.com,62240.21,USA,1992-09-04,Male,+19490599408,2010-04-05,Terminated,Data,Sales Representative
Katie,Wilson,katie.wilson3138@example.com,125635.06,Australia,1994-05-17,Female,+17565211291,2010-10-26,On Leave,Operations,HR Specialist
Katie,Williams,katie.williams3139@example.com,98769.99,Brazil,1994-06-30,Male,+15521250552,2020-10-13,Suspended,Marketing,Marketing Analyst
Alex,Martinez,alex.martinez3140@example.com,136290.7,Japan,1999-02-20,Female,+18979891367,2017-08-20,Terminated,Sales,Data Scientist
Sarah,Gonzalez,sarah.gonzalez3141@example.com,60930.17,India,1991-12-22,Male,+12435224165,2020-04-02,Suspended,Sales,HR Specialist
Emily,Williams,emily.williams3142@example.com,46439.15,Japan,1988-12-14,Other,+14856459178,2020-01-12,Terminated,Human Resources,Marketing Analyst
Isabella,Johnson,isabella.johnson3143@example.com,123975.58,France,1991-09-14,Female,+16108232833,2014-02-22,Active,Engineering,Sales Representative
William,Smith,william.smith3144@example.com,73628.45,South Africa,1992-02-02,Female,+13595060782,2012-07-18,Terminated,Operations,QA Engineer
Laura,Anderson,laura.anderson3145@example.com,59269.31,Japan,1993-12-16,Female,+13247496492,2023-01-24,Terminated,Engineering,QA Engineer
Jane,Anderson,jane.anderson3146@example.com,144873.8,UK,1997-08-30,Other,+17170478857,2010-04-20,Active,Marketing,Data Scientist
David,Jackson,david.jackson3147@example.com,115811.23,France,1972-11-10,Other,+11840004230,2019-07-17,Suspended,Engineering,Sales Representative
Ava,Anderson,ava.anderson3148@example.com,131644.44,Brazil,1996-11-06,Female,+16788211966,2020-06-16,On Leave,Operations,Product Manager
Ava,Moore,ava.moore3149@example.com,60409.78,Germany,1981-04-30,Female,+16940101500,2020-10-21,Terminated,Engineering,Product Manager
John,Williams,john.williams3150@example.com,63673.02,UK,1997-02-22,Male,+15266461204,2022-10-09,Suspended,Sales,Software Engineer
Olivia,Martinez,olivia.martinez3151@example.com,104409.18,Brazil,1977-05-05,Male,+13135889898,2013-12-26,Suspended,Data,QA Engineer
Emma,Rodriguez,emma.rodriguez3152@example.com,71984.65,India,1975-07-21,Male,+12578077748,2022-10-26,Active,Engineering,Data Scientist
Robert,Martin,robert.martin3153@example.com,53625.41,Brazil,1980-10-27,Other,+14085621222,2011-11-15,Suspended,Engineering,Marketing Analyst
David,Lopez,david.lopez3154@example.com,127945.73,France,1971-04-02,Female,+13845696100,2012-02-04,Suspended,Sales,Sales Representative
Charles,Jackson,charles.jackson3155@example.com,92908.51,South Africa,1997-11-24,Male,+14602711273,2023-11-13,Suspended,Marketing,QA Engineer
Olivia,Smith,olivia.smith3156@example.com,79770.42,Germany,1973-08-20,Female,+18624915836,2013-11-18,On Leave,Engineering,Sales Representative
Olivia,Williams,olivia.williams3157@example.com,59252.03,India,1996-03-16,Other,+18353249636,2018-05-02,On Leave,Quality Assurance,Data Scientist
Michael,Thomas,michael.thomas3158@example.com,87970.84,South Africa,1991-12-27,Female,+17347891841,2012-01-06,Suspended,Quality Assurance,Software Engineer
Isabella,Moore,isabella.moore3159@example.com,147602.92,UK,1971-01-29,Other,+14463838424,2023-12-17,Terminated,Data,Sales Representative
Chris,Taylor,chris.taylor3160@example.com,56448.4,Canada,1975-07-13,Other,+13429130557,2016-12-28,Terminated,Product,HR Specialist
William,Jones,william.jones3161@example.com,42429.75,India,1993-07-20,Male,+19854326768,2018-10-14,Active,Product,QA Engineer
James,Rodriguez,james.rodriguez3162@example.com,44478.88,France,1994-05-21,Other,+15303300405,2021-08-16,Active,Data,Marketing Analyst
Laura,Williams,laura.williams3163@example.com,89951.34,Japan,1980-11-28,Female,+19826818429,2012-07-08,On Leave,Sales,Marketing Analyst
Jane,Miller,jane.miller3164@example.com,107625.59,South Africa,1994-04-27,Other,+19386111752,2019-06-05,Suspended,Product,Data Scientist
Ava,Moore,ava.moore3165@example.com,62871.75,Canada,1977-06-12,Male,+19190901085,2015-03-01,On Leave,Marketing,QA Engineer
Laura,Lopez,laura.lopez3166@example.com,115749.58,Germany,1996-12-23,Other,+15155732495,2010-04-11,Active,Product,Product Manager
Jane,Miller,jane.miller3167@example.com,119275.59,Japan,1986-04-17,Female,+17616619532,2020-01-05,Active,Quality Assurance,Software Engineer
David,Williams,david.williams3168@example.com,88366.17,France,1999-05-28,Male,+11470028560,2017-10-11,On Leave,Marketing,Sales Representative
Sophia,Wilson,sophia.wilson3169@example.com,104805.29,Canada,1981-04-18,Other,+11951990830,2013-01-15,Suspended,Marketing,Product Manager
Laura,Miller,laura.miller3170@example.com,146272.6,Australia,2000-08-26,Other,+15672386924,2017-01-04,On Leave,Engineering,Data Scientist
Sarah,Taylor,sarah.taylor3171@example.com,77045.01,Germany,1981-07-10,Female,+12002020101,2014-04-04,Active,Operations,Sales Representative
Olivia,Garcia,olivia.garcia3172@example.com,44558.26,USA,1976-11-10,Other,+12015789934,2016-10-16,Active,Product,Software Engineer
Charles,Williams,charles.williams3173@example.com,44357.25,South Africa,1995-01-18,Male,+16852152020,2018-07-06,Terminated,Sales,DevOps Engineer
Emily,Moore,emily.moore3174@example.com,85217.03,Canada,1994-04-17,Male,+13234118745,2015-04-23,Suspended,Product,HR Specialist
Ava,Martinez,ava.martinez3175@example.com,100181.22,UK,1974-02-23,Male,+12429364806,2015-09-19,Terminated,Marketing,Sales Representative
Sophia,Smith,sophia.smith3176@example.com,89987.09,France,1973-04-28,Male,+16126347962,2019-01-22,Terminated,Sales,Data Scientist
James,Martin,james.martin3177@example.com,114695.33,USA,1973-03-14,Other,+18572700342,2018-04-11,Suspended,Data,Software Engineer
Emma,Hernandez,emma.hernandez3178@example.com,125633.46,Australia,1988-12-27,Other,+13639855010,2014-03-25,Suspended,Marketing,HR Specialist
David,Williams,david.williams3179@example.com,143905.02,Canada,1974-09-22,Male,+14745446441,2018-04-13,On Leave,Engineering,HR Specialist
David,Martinez,david.martinez3180@example.com,85813.04,Germany,1983-05-15,Male,+11511955097,2017-05-08,Suspended,Operations,Marketing Analyst
Laura,Martin,laura.martin3181@example.com,126734.56,India,1981-11-12,Female,+17557789680,2010-12-11,Suspended,Engineering,HR Specialist
Sophia,Brown,sophia.brown3182@example.com,148295.88,France,1985-01-14,Female,+14802820837,2021-08-24,On Leave,Product,Sales Representative
Sarah,Davis,sarah.davis3183@example.com,81921.81,USA,1987-04-05,Male,+11081111751,2016-11-03,Active,Sales,Product Manager
Isabella,Garcia,isabella.garcia3184@example.com,55466.9,India,1974-06-06,Other,+14870905719,2022-08-28,Terminated,Data,Software Engineer
William,Jones,william.jones3185@example.com,85797.5,France,1982-12-04,Female,+11752420306,2021-05-19,Active,Product,Data Scientist
Joseph,Hernandez,joseph.hernandez3186@example.com,104271.76,South Africa,1972-09-25,Female,+17993576524,2016-11-04,Terminated,Sales,Marketing Analyst
Isabella,Lopez,isabella.lopez3187@example.com,91938.38,South Africa,1997-02-18,Other,+17165214954,2012-12-22,Active,Marketing,Software Engineer
Ava,Davis,ava.davis3188@example.com,74717.08,France,1999-02-18,Male,+12951235885,2016-09-13,Terminated,Engineering,Data Scientist
Michael,Jackson,michael.jackson3189@example.com,131551.78,South Africa,1984-11-22,Female,+14677966092,2012-06-09,Active,Marketing,Product Manager
David,Moore,david.moore3190@example.com,100612.76,South Africa,1980-02-12,Male,+13729753697,2010-05-21,Terminated,Operations,Sales Representative
Laura,Davis,laura.davis3191@example.com,102095.34,Australia,1978-06-17,Female,+11979445378,2023-10-31,Terminated,Marketing,HR Specialist
David,Anderson,david.anderson3192@example.com,92610.05,Japan,1978-06-19,Other,+16396805932,2014-06-07,Active,Marketing,Product Manager
Laura,Johnson,laura.johnson3193@example.com,60383.95,India,1982-12-31,Other,+17456157323,2022-02-25,Terminated,Data,Product Manager
Emma,Jones,emma.jones3194@example.com,99837.49,Japan,1980-04-09,Female,+18610042253,2012-02-28,Terminated,Marketing,Data Scientist
David,Jones,david.jones3195@example.com,132420.07,Germany,1999-12-20,Female,+11450830634,2013-12-24,Terminated,Product,Data Scientist
Chris,Jackson,chris.jackson3196@example.com,98097.68,India,1994-04-20,Female,+11025477187,2019-02-23,Active,Data,HR Specialist
Sophia,Wilson,sophia.wilson3197@example.com,41760.41,Australia,1988-04-11,Female,+12766634489,2022-08-10,On Leave,Engineering,Data Scientist
Joseph,Smith,joseph.smith3198@example.com,90525.86,Australia,1980-01-17,Male,+19135712234,2021-08-16,Terminated,Human Resources,HR Specialist
Sophia,Anderson,sophia.anderson3199@example.com,119196.15,France,1978-10-11,Other,+17236534516,2023-05-18,On Leave,Marketing,QA Engineer
John,Garcia,john.garcia3200@example.com,137755.2,UK,1999-08-13,Other,+19735752677,2015-11-23,Suspended,Marketing,Product Manager
Katie,Thomas,katie.thomas3201@example.com,96782.84,UK,1982-08-24,Other,+13298604366,2011-02-16,On Leave,Product,DevOps Engineer
Laura,Davis,laura.davis3202@example.com,73776.81,South Africa,1986-04-19,Female,+15993003292,2014-06-13,Suspended,Sales,Software Engineer
Robert,Thomas,robert.thomas3203@example.com,74729.18,Australia,2000-11-29,Male,+18512760353,2023-07-11,On Leave,Data,DevOps Engineer
John,Wilson,john.wilson3204@example.com,124748.36,USA,1997-06-11,Male,+19553311100,2022-11-30,On Leave,Operations,QA Engineer
Laura,Taylor,laura.taylor3205@example.com,81166.22,Australia,1971-02-28,Other,+19242079958,2019-10-08,On Leave,Sales,Marketing Analyst
Ava,Hernandez,ava.hernandez3206@example.com,130581.53,France,1976-08-06,Male,+19945493703,2015-10-14,Active,Operations,QA Engineer
Olivia,Anderson,olivia.anderson3207@example.com,108771.58,Germany,1975-09-26,Other,+18208683301,2011-11-04,Terminated,Sales,HR Specialist
Charles,Smith,charles.smith3208@example.com,51845.92,Japan,1993-03-10,Other,+11543708473,2014-03-18,Active,Engineering,Software Engineer
Emma,Williams,emma.williams3209@example.com,86618.13,Brazil,1987-11-16,Female,+16918057296,2013-10-18,On Leave,Human Resources,HR Specialist
John,Williams,john.williams3210@example.com,106180.4,Japan,1986-11-13,Male,+16185223275,2016-09-27,Active,Sales,QA Engineer
Alex,Miller,alex.miller3211@example.com,51854.32,India,1993-03-08,Other,+17188797194,2016-07-20,Suspended,Engineering,Software Engineer
Alex,Hernandez,alex.hernandez3212@example.com,49702.67,USA,1984-06-20,Female,+19721291826,2010-10-02,Suspended,Engineering,Product Manager
Ava,Moore,ava.moore3213@example.com,115735.04,USA,1990-11-16,Other,+17871178268,2020-07-23,Suspended,Sales,Product Manager
Olivia,Taylor,olivia.taylor3214@example.com,119716.4,UK,1996-01-22,Female,+13373349591,2018-09-22,On Leave,Data,DevOps Engineer
Jane,Martin,jane.martin3215@example.com,67631.52,France,1995-05-23,Other,+13151530429,2017-02-11,Active,Data,Marketing Analyst
David,Anderson,david.anderson3216@example.com,83924.23,Germany,1975-12-27,Female,+15392512035,2018-08-29,Terminated,Quality Assurance,Marketing Analyst
Sophia,Smith,sophia.smith3217@example.com,143035.83,Japan,1972-12-28,Male,+13741803687,2017-04-22,Active,Operations,Software Engineer
Katie,Jones,katie.jones3218@example.com,83717.65,Japan,1994-06-02,Female,+15016636438,2016-04-14,On Leave,Data,Product Manager
John,Johnson,john.johnson3219@example.com,73502.24,Japan,1999-08-24,Other,+16755742940,2021-06-04,On Leave,Data,Software Engineer
Emily,Anderson,emily.anderson3220@example.com,76968.78,France,1984-03-21,Male,+19405089425,2019-06-27,On Leave,Human Resources,Sales Representative
Katie,Martin,katie.martin3221@example.com,145457.97,Australia,1970-11-04,Female,+17535439865,2016-01-13,Suspended,Human Resources,Sales Representative
Laura,Davis,laura.davis3222@example.com,61540.56,India,1979-09-22,Male,+11501710810,2018-08-10,On Leave,Human Resources,Marketing Analyst
John,Anderson,john.anderson3223@example.com,120247.92,Germany,1982-12-13,Other,+13262165751,2019-09-10,Terminated,Operations,Software Engineer
Alex,Johnson,alex.johnson3224@example.com,90829.79,South Africa,1982-02-15,Female,+14558319341,2018-10-18,Active,Product,Data Scientist
Sarah,Rodriguez,sarah.rodriguez3225@example.com,57015.7,Australia,1981-07-01,Male,+16475927958,2023-08-14,Terminated,Operations,HR Specialist
Olivia,Johnson,olivia.johnson3226@example.com,67797.68,UK,1986-09-17,Other,+12228481271,2019-01-23,Suspended,Quality Assurance,QA Engineer
Sophia,Williams,sophia.williams3227@example.com,114172.44,France,1985-03-24,Female,+12273773616,2014-08-22,Suspended,Human Resources,Data Scientist
Chris,Thomas,chris.thomas3228@example.com,96459.68,South Africa,1970-12-01,Other,+17586376061,2012-08-18,Active,Data,HR Specialist
William,Gonzalez,william.gonzalez3229@example.com,141473.07,South Africa,1981-11-29,Other,+18267898935,2021-01-31,On Leave,Marketing,Product Manager
Olivia,Garcia,olivia.garcia3230@example.com,98179.17,Australia,1972-10-02,Other,+16287433379,2018-08-15,Active,Quality Assurance,DevOps Engineer
Isabella,Rodriguez,isabella.rodriguez3231@example.com,139525.55,UK,1996-12-27,Other,+15250764789,2019-11-30,Active,Engineering,Software Engineer
Ava,Taylor,ava.taylor3232@example.com,82237.43,Canada,1974-06-06,Other,+15435531978,2019-09-18,On Leave,Operations,Software Engineer
David,Rodriguez,david.rodriguez3233@example.com,51192.2,Brazil,1980-07-25,Female,+17245370001,2012-11-01,On Leave,Sales,Marketing Analyst
Laura,Wilson,laura.wilson3234@example.com,110418.75,USA,1999-04-01,Other,+11423720258,2010-06-21,Suspended,Sales,HR Specialist
John,Johnson,john.johnson3235@example.com,126016.53,Brazil,1983-05-18,Female,+17212110475,2017-08-25,Active,Human Resources,Sales Representative
William,Taylor,william.taylor3236@example.com,66349.89,Brazil,1974-12-29,Other,+18925136263,2015-08-03,Active,Quality Assurance,QA Engineer
Ava,Taylor,ava.taylor3237@example.com,118086.7,UK,1976-04-12,Female,+12386609585,2023-06-06,Active,Sales,HR Specialist
Laura,Rodriguez,laura.rodriguez3238@example.com,70601.45,Japan,1996-07-12,Other,+11783084435,2016-04-10,Suspended,Product,Sales Representative
Jane,Johnson,jane.johnson3239@example.com,135658.61,UK,1974-07-04,Female,+18997267548,2014-04-27,Suspended,Quality Assurance,Data Scientist
James,Johnson,james.johnson3240@example.com,46980.67,UK,1999-01-25,Other,+17131040704,2014-03-23,Terminated,Product,Marketing Analyst
Alex,Smith,alex.smith3241@example.com,131707.85,Australia,1988-10-27,Female,+14643017240,2018-06-29,On Leave,Data,Product Manager
David,Garcia,david.garcia3242@example.com,57293.59,Germany,1977-08-29,Male,+13437594644,2019-05-10,On Leave,Engineering,Product Manager
Jane,Lopez,jane.lopez3243@example.com,41763.32,Germany,1994-08-25,Male,+12249040529,2019-06-16,On Leave,Engineering,Marketing Analyst
William,Martin,william.martin3244@example.com,56872.85,Germany,1997-08-11,Male,+11582282157,2020-08-30,Suspended,Product,Data Scientist
Charles,Davis,charles.davis3245@example.com,123415.95,Canada,1976-01-15,Male,+19423162270,2020-03-20,Terminated,Operations,Sales Representative
Katie,Johnson,katie.johnson3246@example.com,86166.73,Canada,1985-09-24,Other,+17696434921,2014-05-04,On Leave,Marketing,HR Specialist
Sophia,Wilson,sophia.wilson3247@example.com,96650.79,France,1985-04-11,Male,+19368616858,2022-10-03,On Leave,Quality Assurance,Marketing Analyst
Laura,Garcia,laura.garcia3248@example.com,128501.12,Germany,1977-07-18,Other,+11365126884,2016-08-15,Terminated,Operations,DevOps Engineer
Sophia,Johnson,sophia.johnson3249@example.com,79777.56,USA,1979-07-04,Other,+11878828697,2010-06-28,On Leave,Data,Product Manager
Isabella,Garcia,isabella.garcia3250@example.com,119591.04,UK,1989-10-22,Male,+19995876641,2016-08-26,Terminated,Sales,Product Manager
David,Moore,david.moore3251@example.com,46841.38,Australia,1979-01-28,Male,+16888809480,2015-04-12,On Leave,Product,Software Engineer
Isabella,Jackson,isabella.jackson3252@example.com,89989.99,UK,1993-03-02,Other,+18450700408,2011-10-18,Suspended,Sales,QA Engineer
Sophia,Rodriguez,sophia.rodriguez3253@example.com,144229.63,India,1984-01-15,Male,+16417981280,2022-09-04,Suspended,Quality Assurance,Marketing Analyst
Michael,Anderson,michael.anderson3254@example.com,73042.19,India,1986-10-11,Female,+18615530457,2020-06-03,Active,Sales,QA Engineer
Sophia,Lopez,sophia.lopez3255@example.com,50066.09,India,1974-12-07,Other,+19045582106,2021-01-09,On Leave,Engineering,Marketing Analyst
Emma,Johnson,emma.johnson3256@example.com,106008.1,UK,1995-01-11,Female,+18546294253,2016-12-05,Suspended,Marketing,HR Specialist
Olivia,Williams,olivia.williams3257@example.com,102389.59,Germany,1999-09-28,Male,+12503403882,2016-08-17,Suspended,Human Resources,Data Scientist
Sophia,Jackson,sophia.jackson3258@example.com,91317.98,South Africa,1975-06-06,Male,+19465890073,2020-12-05,Suspended,Marketing,QA Engineer
Sarah,Thomas,sarah.thomas3259@example.com,101661.82,Canada,1976-12-29,Other,+11416068427,2021-05-21,Suspended,Marketing,QA Engineer
